Wavelength,Transmission,,,
2.133642,0.5481922,,,
2.133737,0.5481758,,,
2.133832,0.5481593,,,
2.133927,0.5481429,,,
2.133928,0.6173948,,,
2.134023,0.6173784,,,
2.134118,0.6173619,,,
2.134212,0.6173455,,,
2.134307,0.6173291,,,
2.134402,0.6173126,,,
2.134497,0.6172962,,,
2.134498,0.6865481,,,
2.134593,0.6865316,,,
2.134688,0.6865152,,,
2.134783,0.6864988,,,
2.134878,0.6864823,,,
2.134879,0.7557342,,,
2.134974,0.7557178,,,
2.135069,0.7557014,,,
2.135164,0.7556849,,,
2.135259,0.7556685,,,
2.13526,0.8249204,,,
2.135355,0.824904,,,
2.13545,0.8248875,,,
2.135545,0.8248711,,,
2.13564,0.8248546,,,
2.135641,0.8941066,,,
2.135735,0.8940901,,,
2.13583,0.8940737,,,
2.135831,0.9633256,,,
2.135926,0.9633091,,,
2.136021,0.9632927,,,
2.136022,1.032545,,,
2.136117,1.032528,,,
2.136212,1.032512,,,
2.136307,1.032495,,,
2.136308,1.101747,,,
2.136403,1.101731,,,
2.136498,1.101714,,,
2.136593,1.101698,,,
2.136594,1.17095,,,
2.136689,1.170933,,,
2.13669,1.240185,,,
2.136785,1.240169,,,
2.13688,1.240152,,,
2.136881,1.309404,,,
2.136976,1.309388,,,
2.137071,1.309371,,,
2.137072,1.378623,,,
2.137167,1.378607,,,
2.137262,1.37859,,,
2.137262,1.447842,,,
2.137357,1.447826,,,
2.137452,1.447809,,,
2.137453,1.517061,,,
2.137548,1.517045,,,
2.137643,1.517029,,,
2.137738,1.517012,,,
2.137739,1.586264,,,
2.137834,1.586248,,,
2.137835,1.655499,,,
2.13793,1.655483,,,
2.138025,1.655467,,,
2.138026,1.724718,,,
2.138121,1.724702,,,
2.138216,1.724686,,,
2.138217,1.793938,,,
2.138312,1.793921,,,
2.138313,1.863173,,,
2.138408,1.863157,,,
2.138409,1.932408,,,
2.138504,1.932392,,,
2.138505,2.001644,,,
2.138506,2.070896,,,
2.138601,2.070879,,,
2.138696,2.070863,,,
2.138697,2.140115,,,
2.138791,2.140098,,,
2.138886,2.140082,,,
2.138887,2.209334,,,
2.138982,2.209317,,,
2.139077,2.209301,,,
2.139078,2.278553,,,
2.139173,2.278536,,,
2.139174,2.347788,,,
2.139175,2.41704,,,
2.13927,2.417024,,,
2.139271,2.486276,,,
2.139366,2.486259,,,
2.139367,2.555511,,,
2.139462,2.555495,,,
2.139463,2.624747,,,
2.139558,2.62473,,,
2.139559,2.693982,,,
2.13956,2.763234,,,
2.139655,2.763218,,,
2.139656,2.83247,,,
2.139657,2.901721,,,
2.139752,2.901705,,,
2.139753,2.970957,,,
2.139848,2.97094,,,
2.139849,3.040192,,,
2.13985,3.109444,,,
2.139945,3.109428,,,
2.139946,3.17868,,,
2.140041,3.178663,,,
2.140042,3.247915,,,
2.140136,3.247899,,,
2.140137,3.317151,,,
2.140232,3.317134,,,
2.140233,3.386386,,,
2.140328,3.38637,,,
2.140329,3.455622,,,
2.14033,3.524874,,,
2.140425,3.524857,,,
2.140426,3.594109,,,
2.140521,3.594093,,,
2.140522,3.663345,,,
2.140523,3.732596,,,
2.140618,3.73258,,,
2.140619,3.801832,,,
2.140714,3.801815,,,
2.140715,3.871067,,,
2.140716,3.940319,,,
2.140811,3.940303,,,
2.140812,4.009555,,,
2.140813,4.078807,,,
2.140908,4.07879,,,
2.140909,4.148042,,,
2.14091,4.217294,,,
2.141005,4.217278,,,
2.141007,4.355781,,,
2.141008,4.425033,,,
2.141103,4.425017,,,
2.141104,4.494269,,,
2.141105,4.563521,,,
2.1412,4.563504,,,
2.141201,4.632756,,,
2.141202,4.702008,,,
2.141296,4.701992,,,
2.141297,4.771244,,,
2.141298,4.840495,,,
2.141393,4.840479,,,
2.141396,5.048235,,,
2.141397,5.117487,,,
2.141492,5.11747,,,
2.141493,5.186722,,,
2.141588,5.186706,,,
2.141589,5.255958,,,
2.141684,5.255941,,,
2.141685,5.325193,,,
2.141686,5.394445,,,
2.141687,5.463697,,,
2.141782,5.46368,,,
2.141784,5.602184,,,
2.141785,5.671436,,,
2.141882,5.809923,,,
2.141883,5.879175,,,
2.141978,5.879159,,,
2.141981,6.086915,,,
2.141982,6.156167,,,
2.141983,6.225418,,,
2.142078,6.225402,,,
2.142079,6.294654,,,
2.142174,6.294638,,,
2.142175,6.363889,,,
2.142176,6.433141,,,
2.142271,6.433125,,,
2.142273,6.571629,,,
2.142274,6.640881,,,
2.142275,6.710133,,,
2.142369,6.710116,,,
2.142372,6.917872,,,
2.142373,6.987124,,,
2.142468,6.987107,,,
2.14247,7.125611,,,
2.142471,7.194863,,,
2.142472,7.264115,,,
2.142567,7.264098,,,
2.142568,7.33335,,,
2.142569,7.402602,,,
2.142664,7.402586,,,
2.142667,7.610342,,,
2.142668,7.679593,,,
2.142669,7.748845,,,
2.142764,7.748829,,,
2.142767,7.956585,,,
2.142768,8.025837,,,
2.142863,8.02582,,,
2.142866,8.233576,,,
2.142867,8.302828,,,
2.142962,8.302811,,,
2.142964,8.441315,,,
2.142965,8.510567,,,
2.142966,8.579819,,,
2.143061,8.579803,,,
2.143063,8.718306,,,
2.143064,8.787558,,,
2.143159,8.787542,,,
2.143162,8.995298,,,
2.143164,9.133801,,,
2.143258,9.133785,,,
2.143261,9.341541,,,
2.143262,9.410793,,,
2.143357,9.410776,,,
2.14336,9.618532,,,
2.143362,9.757036,,,
2.143363,9.826288,,,
2.143458,9.826271,,,
2.143462,10.10328,,,
2.143463,10.17253,,,
2.143558,10.17251,,,
2.14356,10.31102,,,
2.143561,10.38027,,,
2.143656,10.38025,,,
2.143662,10.79576,,,
2.143665,11.00352,,,
2.143666,11.07277,,,
2.143761,11.07276,,,
2.143764,11.28051,,,
2.143765,11.34976,,,
2.14386,11.34975,,,
2.143863,11.5575,,,
2.143865,11.69601,,,
2.143866,11.76526,,,
2.143961,11.76524,,,
2.143965,12.04225,,,
2.143966,12.18075,,,
2.143967,12.25001,,,
2.144062,12.24999,,,
2.144066,12.527,,,
2.144068,12.6655,,,
2.144069,12.73475,,,
2.144164,12.73474,,,
2.144168,13.01174,,,
2.14417,13.15025,,,
2.144265,13.15023,,,
2.144268,13.35799,,,
2.14427,13.49649,,,
2.144271,13.56574,,,
2.144366,13.56573,,,
2.144371,13.91199,,,
2.144372,13.98124,,,
2.144373,14.05049,,,
2.144468,14.05047,,,
2.144472,14.32748,,,
2.144474,14.46598,,,
2.144475,14.53524,,,
2.14457,14.53522,,,
2.144575,14.88148,,,
2.144577,15.01998,,,
2.144672,15.01997,,,
2.144675,15.29697,,,
2.14477,15.29696,,,
2.144774,15.57397,,,
2.144776,15.71247,,,
2.144777,15.78172,,,
2.144778,15.85097,,,
2.144873,15.85096,,,
2.144878,16.19722,,,
2.144881,16.40497,,,
2.144882,16.47422,,,
2.144883,16.54348,,,
2.144983,16.88972,,,
2.144986,17.09747,,,
2.144987,17.16673,,,
2.144988,17.23598,,,
2.145083,17.23596,,,
2.14509,17.72073,,,
2.145093,17.92848,,,
2.145095,18.06698,,,
2.14519,18.06697,,,
2.145193,18.27472,,,
2.145195,18.41323,,,
2.145196,18.48248,,,
2.145291,18.48246,,,
2.145296,18.89797,,,
2.145299,19.10573,,,
2.1453,19.17498,,,
2.145395,19.17497,,,
2.145401,19.59048,,,
2.145404,19.79823,,,
2.145499,19.79822,,,
2.145506,20.28298,,,
2.145508,20.42148,,,
2.145603,20.42147,,,
2.145612,21.04473,,,
2.145617,21.39099,,,
2.145619,21.5295,,,
2.145714,21.52948,,,
2.14572,21.94499,,,
2.145722,22.0835,,,
2.145723,22.15275,,,
2.145818,22.15273,,,
2.145823,22.56824,,,
2.145826,22.776,,,
2.145827,22.84525,,,
2.145828,22.9145,,,
2.145923,22.91449,,,
2.145928,23.26075,,,
2.145929,23.33,,,
2.14593,23.39925,,,
2.146025,23.39923,,,
2.146033,23.95325,,,
2.146037,24.23026,,,
2.146132,24.23024,,,
2.146139,24.715,,,
2.146234,24.71499,,,
2.146241,25.19975,,,
2.146243,25.33825,,,
2.146245,25.47676,,,
2.146246,25.54601,,,
2.146247,25.61526,,,
2.146252,25.96152,,,
2.146345,25.89225,,,
2.146356,26.65402,,,
2.146361,27.00028,,,
2.146364,27.20804,,,
2.146365,27.27729,,,
2.14646,27.27727,,,
2.146468,27.83129,,,
2.146471,28.03905,,,
2.146566,28.03903,,,
2.14657,28.31604,,,
2.146572,28.45454,,,
2.146573,28.52379,,,
2.146668,28.52378,,,
2.146675,29.00854,,,
2.146679,29.28555,,,
2.146681,29.42405,,,
2.146776,29.42403,,,
2.146781,29.83955,,,
2.146784,30.0473,,,
2.146785,30.11655,,,
2.146786,30.18581,,,
2.146881,30.18579,,,
2.146885,30.4628,,,
2.146887,30.6013,,,
2.146888,30.67055,,,
2.146889,30.7398,,,
2.146894,31.08606,,,
2.146989,31.08605,,,
2.146995,31.50156,,,
2.146998,31.70931,,,
2.146999,31.77857,,,
2.147,31.84782,,,
2.147004,32.12483,,,
2.147005,32.19408,,,
2.147006,32.26333,,,
2.147007,32.33258,,,
2.147102,32.33257,,,
2.147108,32.74808,,,
2.147111,32.95583,,,
2.147112,33.02508,,,
2.147113,33.09434,,,
2.147208,33.09432,,,
2.147215,33.64834,,,
2.147219,33.92534,,,
2.147221,34.06385,,,
2.147222,34.1331,,,
2.147317,34.13308,,,
2.147321,34.41009,,,
2.147323,34.54859,,,
2.147324,34.61785,,,
2.147428,35.2411,,,
2.14743,35.3796,,,
2.147431,35.44885,,,
2.147432,35.5181,,,
2.147522,35.17183,,,
2.14753,35.72584,,,
2.147536,36.14135,,,
2.147537,36.21061,,,
2.147538,36.27986,,,
2.147539,36.34911,,,
2.147543,36.62612,,,
2.147544,36.69537,,,
2.147631,36.14134,,,
2.147647,37.24937,,,
2.147649,37.38787,,,
2.14765,37.45712,,,
2.147651,37.52638,,,
2.147657,38.01114,,,
2.147659,38.14964,,,
2.14766,38.2189,,,
2.147755,38.21888,,,
2.147762,38.70364,,,
2.147766,38.98065,,,
2.147767,39.0499,,,
2.147862,39.04989,,,
2.14787,39.6039,,,
2.147874,39.88091,,,
2.147969,39.88089,,,
2.147975,40.2964,,,
2.147978,40.50416,,,
2.14798,40.64266,,,
2.148075,40.64265,,,
2.148083,41.19666,,,
2.148086,41.40442,,,
2.148087,41.54292,,,
2.148088,41.61217,,,
2.148095,42.09694,,,
2.14819,42.09692,,,
2.148198,42.65094,,,
2.148202,42.92794,,,
2.148204,43.06645,,,
2.148205,43.1357,,,
2.148206,43.20495,,,
2.148312,43.96671,,,
2.148315,44.17446,,,
2.148317,44.31296,,,
2.148318,44.38222,,,
2.148419,44.79771,,,
2.148422,45.00547,,,
2.148424,45.14397,,,
2.148519,45.14395,,,
2.148525,45.62872,,,
2.148529,45.90573,,,
2.14853,45.97498,,,
2.148531,46.04423,,,
2.148626,46.04421,,,
2.148627,46.11346,,,
2.148635,46.66748,,,
2.148638,46.87524,,,
2.148639,46.94449,,,
2.14864,47.01374,,,
2.148741,47.42923,,,
2.148744,47.63699,,,
2.148745,47.70624,,,
2.148746,47.77549,,,
2.148851,48.468,,,
2.148852,48.53725,,,
2.148857,48.88351,,,
2.148859,49.02201,,,
2.14886,49.09126,,,
2.148863,49.29902,,,
2.148864,49.36827,,,
2.148965,49.85302,,,
2.148968,50.06077,,,
2.148969,50.13003,,,
2.149064,50.13001,,,
2.149068,50.40702,,,
2.149071,50.61477,,,
2.149073,50.75328,,,
2.149074,50.82253,,,
2.149169,50.82251,,,
2.149172,51.03027,,,
2.149174,51.16877,,,
2.149175,51.23802,,,
2.149277,51.72277,,,
2.14928,51.93053,,,
2.149282,52.06903,,,
2.149283,52.13828,,,
2.149286,52.34604,,,
2.14938,52.27677,,,
2.149388,52.83078,,,
2.149392,53.10779,,,
2.149393,53.2463,,,
2.149394,53.31555,,,
2.1495,54.0773,,,
2.149503,54.28506,,,
2.149504,54.35431,,,
2.149505,54.42356,,,
2.149509,54.70057,,,
2.14961,55.11606,,,
2.149613,55.32382,,,
2.149615,55.46232,,,
2.14971,55.46231,,,
2.149715,55.80857,,,
2.149717,55.94707,,,
2.149718,56.01632,,,
2.149719,56.08558,,,
2.149821,56.57032,,,
2.149823,56.70883,,,
2.149824,56.77808,,,
2.149825,56.84733,,,
2.149828,57.05509,,,
2.149828,57.12434,,,
2.149926,57.33208,,,
2.149927,57.40133,,,
2.149928,57.47058,,,
2.149931,57.67834,,,
2.149932,57.74759,,,
2.149933,57.81684,,,
2.150033,58.16308,,,
2.150035,58.30159,,,
2.150036,58.37084,,,
2.150037,58.44009,,,
2.150041,58.7171,,,
2.150042,58.78635,,,
2.150043,58.8556,,,
2.150146,59.4096,,,
2.150149,59.61736,,,
2.150151,59.75586,,,
2.150246,59.75584,,,
2.15025,60.03285,,,
2.150251,60.1021,,,
2.150252,60.17136,,,
2.150253,60.24061,,,
2.150346,60.10209,,,
2.150355,60.72535,,,
2.150356,60.86386,,,
2.150357,60.93311,,,
2.150452,60.93309,,,
2.150457,61.27935,,,
2.15046,61.48711,,,
2.150461,61.55636,,,
2.150462,61.62561,,,
2.150557,61.6256,,,
2.150562,61.97186,,,
2.150564,62.11036,,,
2.150565,62.17961,,,
2.150566,62.24886,,,
2.150661,62.24885,,,
2.150666,62.59511,,,
2.150668,62.73361,,,
2.150669,62.80286,,,
2.15067,62.87211,,,
2.150765,62.8721,,,
2.150768,63.07985,,,
2.15077,63.21836,,,
2.150771,63.28761,,,
2.150871,63.63385,,,
2.150872,63.7031,,,
2.150873,63.77236,,,
2.150876,63.98011,,,
2.150877,64.04936,,,
2.150975,64.32635,,,
2.150977,64.46486,,,
2.150978,64.53411,,,
2.15108,65.01886,,,
2.151081,65.08811,,,
2.151082,65.15736,,,
2.151177,65.15734,,,
2.15118,65.3651,,,
2.151181,65.43435,,,
2.151182,65.5036,,,
2.151282,65.84985,,,
2.151284,65.98835,,,
2.151285,66.0576,,,
2.15138,66.05759,,,
2.151382,66.19609,,,
2.151383,66.26534,,,
2.151384,66.33459,,,
2.151484,66.68084,,,
2.151486,66.81934,,,
2.151487,66.88859,,,
2.151582,66.88858,,,
2.151585,67.09633,,,
2.151586,67.16558,,,
2.151587,67.23484,,,
2.151684,67.44258,,,
2.151685,67.51183,,,
2.151686,67.58108,,,
2.151784,67.78882,,,
2.151786,67.92732,,,
2.151881,67.92731,,,
2.151884,68.13506,,,
2.151886,68.27357,,,
2.151887,68.34282,,,
2.151982,68.3428,,,
2.151984,68.4813,,,
2.151985,68.55056,,,
2.151986,68.61981,,,
2.152085,68.8968,,,
2.152086,68.96605,,,
2.152087,69.0353,,,
2.152182,69.03529,,,
2.152183,69.10454,,,
2.152184,69.17379,,,
2.152279,69.17377,,,
2.15228,69.24303,,,
2.152281,69.31228,,,
2.152379,69.52002,,,
2.15238,69.58927,,,
2.152479,69.86626,,,
2.15248,70.00476,,,
2.152481,70.07402,,,
2.152576,70.074,,,
2.152577,70.14325,,,
2.152578,70.2125,,,
2.152673,70.21249,,,
2.152675,70.35099,,,
2.152676,70.42024,,,
2.152773,70.55873,,,
2.152774,70.62798,,,
2.15287,70.69722,,,
2.152871,70.76647,,,
2.152966,70.76645,,,
2.152967,70.83571,,,
2.152968,70.90496,,,
2.153063,70.90494,,,
2.153064,70.97419,,,
2.153159,70.97418,,,
2.15316,71.04343,,,
2.153255,71.04341,,,
2.15335,71.0434,,,
2.153351,71.11265,,,
2.153446,71.11263,,,
2.15354,71.04336,,,
2.153635,71.04335,,,
2.153729,70.97408,,,
2.153823,70.90481,,,
2.153917,70.90479,,,
2.154104,70.697,,,
2.154198,70.62774,,,
2.154292,70.55847,,,
2.154385,70.41995,,,
2.154479,70.35068,,,
2.154667,70.21214,,,
2.154761,70.14287,,,
2.154856,70.14286,,,
2.154951,70.14284,,,
2.155045,70.07357,,,
2.15514,70.07356,,,
2.155233,69.93504,,,
2.155234,70.00429,,,
2.155329,70.00427,,,
2.155415,69.38099,,,
2.155506,69.10396,,,
2.155507,69.17322,,,
2.155599,68.96544,,,
2.155692,68.82692,,,
2.155693,68.89618,,,
2.155694,68.96543,,,
2.155785,68.6884,,,
2.155878,68.54988,,,
2.155971,68.41136,,,
2.155972,68.48061,,,
2.155973,68.54987,,,
2.156062,68.13434,,,
2.156063,68.20359,,,
2.156153,67.85731,,,
2.156155,67.99582,,,
2.156156,68.06507,,,
2.156244,67.58029,,,
2.156332,67.09551,,,
2.156422,66.74923,,,
2.156423,66.81849,,,
2.156514,66.54146,,,
2.156605,66.26444,,,
2.156606,66.33369,,,
2.156697,66.05667,,,
2.156791,65.9874,,,
2.156792,66.05665,,,
2.156883,65.77963,,,
2.156884,65.84888,,,
2.156976,65.64111,,,
2.156977,65.71036,,,
2.157069,65.50259,,,
2.15707,65.57184,,,
2.157161,65.29481,,,
2.157162,65.36406,,,
2.157253,65.08704,,,
2.157348,65.08702,,,
2.157434,64.46374,,,
2.157435,64.53299,,,
2.157525,64.18672,,,
2.157526,64.25597,,,
2.157617,63.97894,,,
2.157618,64.0482,,,
2.157802,63.63265,,,
2.157894,63.42488,,,
2.157895,63.49413,,,
2.157986,63.21711,,,
2.157987,63.28636,,,
2.158078,63.07859,,,
2.158079,63.14784,,,
2.158169,62.80156,,,
2.158261,62.59379,,,
2.158262,62.66304,,,
2.158353,62.38602,,,
2.158444,62.109,,,
2.158537,61.97047,,,
2.158538,62.03973,,,
2.158629,61.7627,,,
2.158722,61.62418,,,
2.158723,61.69343,,,
2.158814,61.41641,,,
2.158815,61.48566,,,
2.158907,61.27789,,,
