Wavelength,Transmission,,,
1.619092,0.09673549,,,
1.619194,0.09665837,,,
1.619295,0.09658125,,,
1.619397,0.09650413,,,
1.619499,0.09642701,,,
1.6196,0.09634989,,,
1.619702,0.09627277,,,
1.619804,0.09619564,,,
1.619804,0.1669671,,,
1.619906,0.1668899,,,
1.620007,0.1668128,,,
1.620109,0.1667357,,,
1.620211,0.1666586,,,
1.620312,0.1665814,,,
1.620414,0.1665043,,,
1.620516,0.1664272,,,
1.620618,0.1663501,,,
1.620719,0.166273,,,
1.620821,0.1661958,,,
1.620923,0.1661187,,,
1.621024,0.1660416,,,
1.621126,0.1659645,,,
1.621228,0.1658874,,,
1.621329,0.1658102,,,
1.621431,0.1657331,,,
1.621431,0.2365045,,,
1.621533,0.2364274,,,
1.621635,0.2363503,,,
1.621736,0.2362732,,,
1.621838,0.236196,,,
1.62194,0.2361189,,,
1.622041,0.2360418,,,
1.622143,0.2359647,,,
1.622245,0.2358876,,,
1.622347,0.2358104,,,
1.622347,0.3065818,,,
1.622448,0.3065047,,,
1.62255,0.3064276,,,
1.622652,0.3063505,,,
1.622753,0.3062734,,,
1.622753,0.3770448,,,
1.622855,0.3769676,,,
1.622957,0.3768905,,,
1.623058,0.3768134,,,
1.62316,0.3767363,,,
1.62316,0.4475077,,,
1.623262,0.4474306,,,
1.623364,0.4473535,,,
1.623465,0.4472763,,,
1.623567,0.4471992,,,
1.623669,0.4471221,,,
1.62377,0.447045,,,
1.623872,0.4469678,,,
1.623872,0.5177393,,,
1.623974,0.5176621,,,
1.624076,0.517585,,,
1.624076,0.5883564,,,
1.624177,0.5882793,,,
1.624279,0.5882022,,,
1.624381,0.5881251,,,
1.624482,0.5880479,,,
1.624584,0.5879708,,,
1.624686,0.5878937,,,
1.624686,0.6586651,,,
1.624788,0.658588,,,
1.624889,0.6585109,,,
1.624991,0.6584337,,,
1.625093,0.6583566,,,
1.625194,0.6582795,,,
1.625296,0.6582024,,,
1.625296,0.7289738,,,
1.625398,0.7288967,,,
1.625499,0.7288195,,,
1.625601,0.7287424,,,
1.625703,0.7286653,,,
1.625805,0.7285882,,,
1.625906,0.7285111,,,
1.626008,0.7284339,,,
1.626008,0.7992053,,,
1.62611,0.7991282,,,
1.626211,0.7990511,,,
1.626313,0.798974,,,
1.626313,0.8697454,,,
1.626415,0.8696683,,,
1.626517,0.8695911,,,
1.626517,0.9403626,,,
1.626618,0.9402854,,,
1.62672,0.9402083,,,
1.626822,0.9401312,,,
1.626822,1.010903,,,
1.626923,1.010825,,,
1.627025,1.010748,,,
1.627127,1.010671,,,
1.627127,1.081443,,,
1.627228,1.081366,,,
1.62733,1.081288,,,
1.627432,1.081211,,,
1.627432,1.151983,,,
1.627534,1.151906,,,
1.627635,1.151828,,,
1.627635,1.2226,,,
1.627737,1.222523,,,
1.627737,1.293294,,,
1.627839,1.293217,,,
1.62794,1.29314,,,
1.62794,1.363911,,,
1.628042,1.363834,,,
1.628144,1.363757,,,
1.628144,1.434528,,,
1.628246,1.434451,,,
1.628246,1.505223,,,
1.628347,1.505146,,,
1.628449,1.505069,,,
1.628449,1.57584,,,
1.628551,1.575763,,,
1.628652,1.575686,,,
1.628652,1.646457,,,
1.628754,1.64638,,,
1.628754,1.717151,,,
1.628856,1.717074,,,
1.628856,1.787846,,,
1.628958,1.787769,,,
1.628958,1.85854,,,
1.629059,1.858463,,,
1.629161,1.858386,,,
1.629161,1.929157,,,
1.629263,1.92908,,,
1.629263,1.999851,,,
1.629364,1.999774,,,
1.629364,2.070546,,,
1.629466,2.070469,,,
1.629466,2.14124,,,
1.629568,2.141163,,,
1.629669,2.141086,,,
1.629669,2.211857,,,
1.629771,2.21178,,,
1.629771,2.282551,,,
1.629873,2.282474,,,
1.629975,2.282397,,,
1.629975,2.353169,,,
1.629975,2.42394,,,
1.630076,2.423863,,,
1.630076,2.494634,,,
1.630178,2.494557,,,
1.630178,2.565329,,,
1.630178,2.6361,,,
1.63028,2.636023,,,
1.63028,2.706794,,,
1.630381,2.706717,,,
1.630381,2.777489,,,
1.630483,2.777411,,,
1.630483,2.848183,,,
1.630585,2.848106,,,
1.630585,2.918877,,,
1.630687,2.9188,,,
1.630687,2.989571,,,
1.630788,2.989494,,,
1.630788,3.060266,,,
1.630788,3.131037,,,
1.63089,3.13096,,,
1.63089,3.201731,,,
1.63089,3.272503,,,
1.630992,3.272426,,,
1.630992,3.343197,,,
1.630992,3.413969,,,
1.631093,3.413891,,,
1.631093,3.484663,,,
1.631195,3.484586,,,
1.631195,3.555357,,,
1.631195,3.626129,,,
1.631297,3.626051,,,
1.631297,3.696823,,,
1.631297,3.767594,,,
1.631398,3.767517,,,
1.631398,3.838288,,,
1.6315,3.838211,,,
1.6315,3.908983,,,
1.6315,3.979754,,,
1.631602,3.979677,,,
1.631602,4.050448,,,
1.631602,4.12122,,,
1.631704,4.121143,,,
1.631704,4.191914,,,
1.631805,4.191837,,,
1.631805,4.404151,,,
1.631805,4.474923,,,
1.631907,4.474846,,,
1.631907,4.545617,,,
1.631907,4.616388,,,
1.632009,4.616311,,,
1.632009,4.687083,,,
1.632009,4.757854,,,
1.63211,4.757777,,,
1.63211,4.828548,,,
1.63211,4.89932,,,
1.632212,4.899243,,,
1.632212,5.040785,,,
1.632314,5.040708,,,
1.632314,5.253023,,,
1.632416,5.252945,,,
1.632416,5.394488,,,
1.632517,5.394411,,,
1.632517,5.535954,,,
1.632517,5.606725,,,
1.632619,5.606648,,,
1.632619,5.818962,,,
1.632721,5.818885,,,
1.632721,5.960428,,,
1.632721,6.0312,,,
1.632822,6.031122,,,
1.632822,6.243437,,,
1.632924,6.24336,,,
1.632924,6.455674,,,
1.632924,6.526445,,,
1.633026,6.526368,,,
1.633026,6.738682,,,
1.633026,6.809454,,,
1.633127,6.809377,,,
1.633127,6.950919,,,
1.633127,7.021691,,,
1.633229,7.021614,,,
1.633229,7.163157,,,
1.633229,7.233928,,,
1.633331,7.233851,,,
1.633331,7.516936,,,
1.633433,7.516859,,,
1.633433,7.658402,,,
1.633433,7.729174,,,
1.633534,7.729096,,,
1.633534,8.012182,,,
1.633636,8.012105,,,
1.633636,8.224419,,,
1.633636,8.295191,,,
1.633738,8.295113,,,
1.633738,8.507428,,,
1.633738,8.578199,,,
1.633839,8.578122,,,
1.633839,8.931979,,,
1.633941,8.931902,,,
1.633941,9.285759,,,
1.633941,9.35653,,,
1.634043,9.356453,,,
1.634043,9.71031,,,
1.634145,9.710233,,,
1.634145,9.993319,,,
1.634145,10.06409,,,
1.634246,10.06401,,,
1.634246,10.3471,,,
1.634348,10.34702,,,
1.634348,10.63011,,,
1.634348,10.70088,,,
1.63445,10.7008,,,
1.63445,10.98389,,,
1.634551,10.98381,,,
1.634551,11.2669,,,
1.634551,11.33767,,,
1.634653,11.33759,,,
1.634653,11.69145,,,
1.634755,11.69137,,,
1.634755,12.116,,,
1.634857,12.11592,,,
1.634857,12.75286,,,
1.634857,12.82364,,,
1.634958,12.82356,,,
1.634958,13.17742,,,
1.634958,13.24819,,,
1.63506,13.24811,,,
1.63506,13.81428,,,
1.63506,13.88505,,,
1.635162,13.88497,,,
1.635162,14.3096,,,
1.635162,14.38037,,,
1.635263,14.3803,,,
1.635263,14.80493,,,
1.635263,14.8757,,,
1.635365,14.87562,,,
1.635365,15.37102,,,
1.635365,15.44179,,,
1.635467,15.44171,,,
1.635467,15.79557,,,
1.635568,15.79549,,,
1.635568,16.36167,,,
1.635568,16.43244,,,
1.63567,16.43236,,,
1.63567,17.28162,,,
1.635772,17.28154,,,
1.635772,17.6354,,,
1.635772,17.70617,,,
1.635874,17.70609,,,
1.635874,18.83843,,,
1.635975,18.83836,,,
1.635975,19.40453,,,
1.636077,19.40445,,,
1.636077,20.39525,,,
1.636077,20.46602,,,
1.636179,20.46594,,,
1.636179,21.3152,,,
1.636179,21.38597,,,
1.63628,21.3859,,,
1.63628,21.73975,,,
1.63628,21.81052,,,
1.636382,21.81045,,,
1.636382,23.01356,,,
1.636382,23.08433,,,
1.636484,23.08426,,,
1.636484,23.65043,,,
1.636586,23.65035,,,
1.636586,24.35806,,,
1.636586,24.42884,,,
1.636687,24.42876,,,
1.636687,25.20724,,,
1.636687,25.27801,,,
1.636789,25.27794,,,
1.636789,26.33951,,,
1.636891,26.33943,,,
1.636891,27.18869,,,
1.636992,27.18861,,,
1.636992,28.74558,,,
1.637094,28.74551,,,
1.637094,29.87785,,,
1.637196,29.87777,,,
1.637196,30.7978,,,
1.637297,30.79772,,,
1.637297,31.71775,,,
1.637297,31.78852,,,
1.637399,31.78844,,,
1.637399,32.70847,,,
1.637399,32.77924,,,
1.637501,32.77917,,,
1.637501,33.41611,,,
1.637501,33.48688,,,
1.637603,33.4868,,,
1.637603,34.4776,,,
1.637603,34.54838,,,
1.637704,34.5483,,,
1.637704,35.60987,,,
1.637704,35.68064,,,
1.637806,35.68056,,,
1.637806,36.81291,,,
1.637908,36.81283,,,
1.637908,37.8744,,,
1.637908,37.94517,,,
1.638009,37.94509,,,
1.638009,39.14821,,,
1.638009,39.21898,,,
1.638111,39.2189,,,
1.638111,40.56356,,,
1.638111,40.63433,,,
1.638213,40.63425,,,
1.638213,41.48351,,,
1.638213,41.55428,,,
1.638315,41.5542,,,
1.638315,42.68655,,,
1.638416,42.68647,,,
1.638416,43.53573,,,
1.638518,43.53565,,,
1.638518,44.45568,,,
1.638518,44.52645,,,
1.63862,44.52637,,,
1.63862,45.23409,,,
1.63862,45.30486,,,
1.638721,45.30478,,,
1.638721,46.5079,,,
1.638721,46.57867,,,
1.638823,46.57859,,,
1.638823,47.71093,,,
1.638925,47.71085,,,
1.638925,49.12628,,,
1.639027,49.12621,,,
1.639027,49.90469,,,
1.639128,49.90461,,,
1.639128,51.1785,,,
1.63923,51.17842,,,
1.63923,51.88614,,,
1.63923,51.95691,,,
1.639332,51.95683,,,
1.639332,52.87686,,,
1.639433,52.87678,,,
1.639433,53.51372,,,
1.639535,53.51365,,,
1.639535,54.50445,,,
1.639535,54.57522,,,
1.639637,54.57514,,,
1.639637,55.07054,,,
1.639738,55.07046,,,
1.639738,55.99049,,,
1.63984,55.99042,,,
1.63984,58.39664,,,
1.63984,58.46741,,,
1.639942,58.46734,,,
1.639942,59.17505,,,
1.639942,59.24582,,,
1.640044,59.24575,,,
1.640044,60.095,,,
1.640145,60.09493,,,
1.640145,60.51955,,,
1.640247,60.51948,,,
1.640247,61.29796,,,
1.640247,61.36873,,,
1.640349,61.36866,,,
1.640349,61.79329,,,
1.640349,61.86406,,,
1.64045,61.86398,,,
1.64045,62.71324,,,
1.640552,62.71316,,,
1.640552,63.49164,,,
1.640654,63.49157,,,
1.640654,64.12851,,,
1.640756,64.12843,,,
1.640756,64.83615,,,
1.640756,64.90692,,,
1.640857,64.90684,,,
1.640857,65.47301,,,
1.640857,65.54378,,,
1.640959,65.54371,,,
1.640959,65.96834,,,
1.641061,65.96826,,,
1.641061,66.6052,,,
1.641162,66.60512,,,
1.641162,67.1713,,,
1.641264,67.17122,,,
1.641264,67.59585,,,
1.641366,67.59577,,,
1.641366,67.94963,,,
1.641366,68.0204,,,
1.641467,68.02032,,,
1.641467,68.37418,,,
1.641467,68.44495,,,
1.641569,68.44487,,,
1.641569,68.65719,,,
1.641569,68.72796,,,
1.641671,68.72788,,,
1.641671,69.08174,,,
1.641773,69.08166,,,
1.641773,69.43552,,,
1.641773,69.50629,,,
1.641874,69.50621,,,
1.641874,69.71853,,,
1.641976,69.71845,,,
1.641976,69.85999,,,
1.642078,69.85991,,,
1.642078,70.07223,,,
1.642179,70.07215,,,
1.642179,70.28447,,,
1.642281,70.28439,,,
1.642281,70.4967,,,
1.642281,70.56747,,,
1.642383,70.5674,,,
1.642383,70.63817,,,
1.642485,70.63809,,,
1.642485,70.85041,,,
1.642586,70.85033,,,
1.642586,70.99187,,,
1.642688,70.99179,,,
1.642688,71.06257,,,
1.642688,71.13334,,,
1.64279,71.13326,,,
1.64279,71.20403,,,
1.64279,71.2748,,,
1.642891,71.27473,,,
1.642891,71.3455,,,
1.642993,71.34542,,,
1.642993,71.41619,,,
1.643095,71.41611,,,
1.643095,71.48689,,,
1.643197,71.48681,,,
1.643197,71.55758,,,
1.643298,71.5575,,,
1.643298,71.62827,,,
1.6434,71.6282,,,
1.6434,71.69897,,,
1.643502,71.69889,,,
1.643502,71.76966,,,
1.643603,71.76959,,,
1.643603,71.84036,,,
1.643705,71.84028,,,
1.643705,71.91105,,,
1.643807,71.91097,,,
1.643807,71.98175,,,
1.643908,71.98167,,,
1.64401,71.98159,,,
1.64401,72.05236,,,
1.644112,72.05229,,,
1.644214,72.05221,,,
1.644214,72.12298,,,
1.644315,72.1229,,,
1.644417,72.12283,,,
1.644417,72.1936,,,
1.644519,72.19352,,,
1.64462,72.19344,,,
1.64462,72.26421,,,
1.644722,72.26414,,,
1.644824,72.26406,,,
1.644824,72.33483,,,
1.644926,72.33475,,,
1.645027,72.33468,,,
1.645027,72.40545,,,
1.645129,72.40537,,,
1.645231,72.40529,,,
1.645231,72.47607,,,
1.645332,72.47599,,,
1.645434,72.47591,,,
1.645434,72.54668,,,
1.645536,72.54661,,,
1.645637,72.54653,,,
1.645637,72.6173,,,
1.645739,72.61722,,,
1.645739,72.68799,,,
1.645841,72.68792,,,
1.645841,72.75869,,,
1.645943,72.75861,,,
1.645943,72.82938,,,
1.646044,72.82931,,,
1.646044,72.90008,,,
1.646146,72.9,,,
1.646146,72.97077,,,
1.646248,72.97069,,,
1.646248,73.04147,,,
1.646349,73.04139,,,
1.646451,73.04131,,,
1.646451,73.11208,,,
1.646553,73.11201,,,
1.646553,73.18278,,,
1.646655,73.1827,,,
1.646756,73.18262,,,
1.646756,73.25339,,,
1.646858,73.25332,,,
1.64696,73.25324,,,
1.647061,73.25316,,,
1.647061,73.32393,,,
1.647163,73.32386,,,
1.647265,73.32378,,,
1.647265,73.39455,,,
1.647367,73.39447,,,
1.647468,73.3944,,,
1.64757,73.39432,,,
1.64757,73.46509,,,
1.647672,73.46501,,,
1.647773,73.39417,,,
1.647875,73.39409,,,
1.647977,73.39401,,,
1.648078,73.39394,,,
1.64818,73.39386,,,
1.648282,73.32301,,,
1.648384,73.32293,,,
1.648485,73.32286,,,
1.648587,73.32278,,,
1.648689,73.3227,,,
1.64879,73.25185,,,
1.648892,73.181,,,
1.648994,73.11016,,,
1.649096,73.03931,,,
1.649197,73.03923,,,
1.649299,72.96838,,,
1.649401,72.89753,,,
1.649502,72.82668,,,
1.649604,72.75584,,,
1.649706,72.68499,,,
1.649807,72.54337,,,
1.649909,72.47252,,,
1.650011,72.40167,,,
1.650113,72.26005,,,
1.650214,72.1892,,,
1.650316,72.11835,,,
1.650418,71.97673,,,
1.650519,71.90588,,,
1.650621,71.76426,,,
1.650723,71.62264,,,
1.650825,71.48102,,,
1.650926,71.3394,,,
1.651028,71.19778,,,
1.65113,70.98539,,,
1.651231,70.84377,,,
1.651333,70.63138,,,
1.651435,70.48976,,,
1.651537,70.34814,,,
1.651638,70.34807,,,
1.65174,70.13567,,,
1.651842,69.99405,,,
1.651943,69.78166,,,
1.652045,69.64004,,,
1.652147,69.49842,,,
1.652248,69.42757,,,
1.65235,69.14441,,,
1.652452,69.00279,,,
1.652554,68.86117,,,
1.652655,68.79032,,,
1.652655,68.86109,,,
1.652757,68.50716,,,
1.652859,68.43631,,,
1.652859,68.50708,,,
1.652859,68.57785,,,
1.65296,68.22392,,,
1.653062,68.15307,,,
1.653164,68.15299,,,
1.653266,68.01137,,,
1.653367,67.94053,,,
1.653469,67.79891,,,
1.653571,67.72806,,,
1.653672,67.65721,,,
1.653672,67.72798,,,
1.653774,67.51559,,,
1.653876,67.44474,,,
1.653977,67.44466,,,
1.654079,67.37382,,,
1.654181,67.30297,,,
1.654283,67.30289,,,
1.654384,67.30281,,,
1.654486,67.23196,,,
1.654588,67.23189,,,
1.654689,67.16104,,,
1.654791,67.16096,,,
1.654893,67.16088,,,
1.654995,67.16081,,,
1.655096,67.16073,,,
1.655198,67.16065,,,
1.6553,67.16058,,,
1.655401,67.1605,,,
1.655503,67.16042,,,
1.655605,67.16034,,,
1.655707,67.16027,,,
1.655707,67.23104,,,
1.655808,67.23096,,,
1.65591,67.23088,,,
1.65591,67.30166,,,
1.656012,67.30158,,,
1.656113,67.3015,,,
1.656113,67.37227,,,
1.656215,67.3722,,,
1.656317,67.37212,,,
1.656317,67.44289,,,
1.656418,67.44281,,,
1.656418,67.51358,,,
1.65652,67.51351,,,
1.656622,67.51343,,,
1.656622,67.5842,,,
1.656724,67.58412,,,
1.656724,67.6549,,,
1.656825,67.65482,,,
1.656927,67.65474,,,
1.656927,67.72551,,,
1.657029,67.72544,,,
1.65713,67.72536,,,
1.65713,67.79613,,,
1.657232,67.79605,,,
1.657334,67.79598,,,
1.657334,67.86675,,,
1.657436,67.86667,,,
1.657537,67.86659,,,
1.657537,67.93736,,,
1.657639,67.93729,,,
1.657741,67.93721,,,
1.657842,67.93713,,,
1.657944,67.86628,,,
1.658046,67.72466,,,
1.658147,67.65382,,,
1.658249,67.58297,,,
1.658351,67.44135,,,
1.658453,67.3705,,,
1.658554,67.15811,,,
1.658656,66.94572,,,
1.658758,66.66255,,,
1.658859,66.45016,,,
1.658961,66.167,,,
1.659063,65.74229,,,
1.659165,65.38836,,,
1.659266,64.96365,,,
1.659368,64.68049,,,
1.65947,64.4681,,,
1.659571,63.83108,,,
1.659673,62.62789,,,
1.659775,61.99087,,,
1.659876,61.07076,,,
1.659978,60.64606,,,
1.66008,60.00904,,,
1.660182,59.37202,,,
1.660283,58.59346,,,
1.660385,57.88566,,,
1.660487,57.1071,,,
1.660588,56.04545,,,
1.66069,54.84226,,,
1.660792,53.78061,,,
1.660894,52.6482,,,
1.660995,52.15272,,,
1.661097,50.87876,,,
1.661199,49.95865,,,
1.6613,48.75546,,,
1.661402,47.62304,,,
1.661504,46.13676,,,
1.661606,45.14589,,,
1.661707,43.65961,,,
1.661809,42.59796,,,
1.661911,41.39477,,,
1.662012,40.61621,,,
1.662114,38.98839,,,
1.662216,37.7852,,,
1.662317,36.79432,,,
1.662419,35.37881,,,
1.662521,34.03408,,,
1.662623,32.97243,,,
1.662724,31.6277,,,
1.662826,30.56605,,,
1.662928,29.57517,,,
1.663029,28.65507,,,
1.663131,27.80573,,,
1.663233,26.81486,,,
1.663335,25.96552,,,
1.663436,24.90388,,,
1.663538,23.98377,,,
1.66364,22.99289,,,
1.663741,22.21433,,,
1.663843,21.57731,,,
1.663945,20.94029,,,
1.664046,20.2325,,,
1.664148,19.59548,,,
1.66425,18.74615,,,
1.664352,18.03835,,,
1.664453,17.11825,,,
1.664555,16.41046,,,
1.664657,15.91498,,,
1.664758,15.4195,,,
1.66486,14.92403,,,
1.664962,14.35778,,,
1.665064,13.79153,,,
1.665165,13.29605,,,
1.665267,12.87135,,,
1.665267,13.15443,,,
1.665267,13.29598,,,
1.665267,13.36675,,,
1.665369,11.95124,,,
1.66547,11.66808,,,
1.665572,11.24337,,,
1.665674,10.88944,,,
1.665776,10.53551,,,
1.665877,10.18157,,,
1.665979,9.827637,,,
1.666081,9.473703,,,
1.666182,9.19054,,,
1.666182,9.615169,,,
1.666182,9.827483,,,
1.666182,9.898254,,,
1.666182,9.969026,,,
1.666284,8.55352,,,
1.666386,8.341129,,,
1.666487,7.987195,,,
1.666589,7.704032,,,
1.666691,7.491641,,,
1.666793,7.208478,,,
1.666894,7.066858,,,
1.666894,7.208401,,,
1.666894,7.279172,,,
1.666996,6.571381,,,
1.667098,6.500533,,,
1.667199,6.21737,,,
1.667301,6.004978,,,
1.667403,5.721816,,,
1.667505,5.509424,,,
1.667606,5.226262,,,
1.667708,5.155413,,,
1.66781,4.943022,,,
1.667911,4.73063,,,
1.668013,4.58901,,,
1.668115,4.376619,,,
1.668216,4.234999,,,
1.668318,4.093379,,,
1.66842,3.951759,,,
1.668522,3.810139,,,
1.668623,3.668519,,,
1.668623,3.810062,,,
1.668623,3.880834,,,
1.668725,3.456128,,,
1.668827,3.385279,,,
1.668928,3.314431,,,
1.66903,3.172811,,,
1.669132,3.101962,,,
1.669234,3.031114,,,
1.669234,3.101885,,,
1.669335,2.818723,,,
1.669437,2.818646,,,
1.669539,2.747797,,,
1.66964,2.676948,,,
1.66964,2.74772,,,
1.669742,2.535329,,,
1.669844,2.46448,,,
1.669946,2.393631,,,
1.670047,2.322783,,,
1.670149,2.251934,,,
1.670251,2.181086,,,
1.670352,2.110237,,,
1.670454,2.039389,,,
1.670556,2.039312,,,
1.670657,1.968463,,,
1.670759,1.897615,,,
1.670861,1.826766,,,
1.670963,1.755918,,,
1.671064,1.685069,,,
1.671166,1.684992,,,
1.671268,1.614143,,,
1.671369,1.543295,,,
1.671471,1.543218,,,
1.671573,1.472369,,,
1.671675,1.401521,,,
1.671776,1.401444,,,
1.671878,1.330595,,,
1.67198,1.259746,,,
1.672081,1.259669,,,
1.672183,1.259592,,,
1.672285,1.188744,,,
1.672386,1.188667,,,
1.672488,1.117818,,,
1.67259,1.04697,,,
1.672692,1.046892,,,
1.672793,0.9760439,,,
1.672895,0.9759668,,,
1.672997,0.9051182,,,
1.673098,0.9050411,,,
1.6732,0.904964,,,
1.673302,0.9048869,,,
1.673404,0.8340383,,,
1.673505,0.8339612,,,
1.673607,0.8338841,,,
1.673709,0.7630356,,,
1.67381,0.7629585,,,
1.673912,0.7628813,,,
1.674014,0.6920328,,,
1.674116,0.6919557,,,
1.674217,0.6918786,,,
1.674319,0.6918014,,,
1.674421,0.6917243,,,
1.674522,0.6916472,,,
1.674624,0.6207987,,,
1.674726,0.6207215,,,
1.674827,0.6206444,,,
1.674929,0.5497959,,,
1.675031,0.5497188,,,
1.675133,0.5496417,,,
1.675234,0.5495645,,,
1.675336,0.478716,,,
1.675438,0.4786389,,,
1.675539,0.4077904,,,
1.675641,0.4077132,,,
1.675743,0.4076361,,,
1.675845,0.407559,,,
1.675946,0.3367105,,,
1.676048,0.3366333,,,
1.67615,0.3365562,,,
1.676251,0.3364791,,,
1.676353,0.336402,,,
1.676455,0.3363249,,,
1.676556,0.3362477,,,
1.676658,0.3361706,,,
1.67676,0.3360935,,,
1.676862,0.3360164,,,
1.676963,0.3359393,,,
1.677065,0.2650907,,,
1.677167,0.2650136,,,
1.677268,0.2649365,,,
1.67737,0.2648594,,,
1.677472,0.2647822,,,
1.677574,0.2647051,,,
1.677675,0.264628,,,
1.677777,0.2645509,,,
1.677879,0.2644738,,,
1.67798,0.2643966,,,
1.678082,0.2643195,,,
1.678184,0.2642424,,,
1.678286,0.2641653,,,
1.678387,0.2640882,,,
1.678489,0.264011,,,
1.678591,0.2639339,,,
1.678692,0.2638568,,,
1.678794,0.1930083,,,
1.678896,0.1929311,,,
1.678997,0.192854,,,
1.679099,0.1927769,,,
1.679201,0.1926998,,,
1.679303,0.1926227,,,
1.679404,0.1925455,,,
1.679506,0.1924684,,,
1.679608,0.1923913,,,
1.679709,0.1923142,,,
1.679811,0.192237,,,
1.679913,0.1921599,,,
1.680015,0.1920828,,,
1.680116,0.1920057,,,
1.680218,0.1919286,,,
1.68032,0.1918514,,,
1.680421,0.1917743,,,
1.680523,0.1916972,,,
1.680625,0.1916201,,,
1.680726,0.191543,,,
1.680828,0.1206944,,,
1.680828,0.1914658,,,
1.68093,0.1913887,,,
1.681032,0.1913116,,,
1.681133,0.1912345,,,
1.681235,0.1911574,,,
1.681337,0.1910802,,,
1.681438,0.1910031,,,
1.68154,0.1201546,,,
1.681642,0.1200775,,,
1.681744,0.1200003,,,
1.681845,0.1199232,,,
1.681947,0.1198461,,,
1.682049,0.119769,,,
1.68215,0.1196919,,,
1.682252,0.1196147,,,
1.682354,0.1195376,,,
1.682456,0.1194605,,,
1.682557,0.1193834,,,
1.682659,0.1193062,,,
1.682761,0.1192291,,,
1.682862,0.119152,,,
1.682964,0.1190749,,,
1.683066,0.1189978,,,
1.683167,0.1189206,,,
1.683269,0.1188435,,,
1.683371,0.1187664,,,
1.683473,0.1186893,,,
1.683574,0.1186122,,,
1.683676,0.118535,,,
1.683778,0.1184579,,,
1.683879,0.1183808,,,
1.683981,0.1183037,,,
1.684083,0.1182266,,,
1.684185,0.1181494,,,
1.684286,0.1180723,,,
1.684388,0.1179952,,,
1.68449,0.1179181,,,
1.684591,0.117841,,,
1.684693,0.1177638,,,
1.684795,0.1176867,,,
1.684896,0.1176096,,,
1.684998,0.1175325,,,
1.6851,0.1174553,,,
1.685202,0.1173782,,,
